,Latitude,Longitude,Date,SMAP_Tile,SPL3SMP_006_Line_Y_36.032km,SPL3SMP_006_Sample_X_36.032km,SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture,SPL3SMP_006_Soil_Moisture_Retrieval_Data_AM_surface_temperature
469,33.097771,-96.739024,2020-06-20,h00v00,92.0,222.0,,
470,33.097771,-96.739024,2020-06-21,h00v00,92.0,222.0,0.3487,304.4362
471,33.097771,-96.739024,2020-06-22,h00v00,92.0,222.0,0.4743,304.4135
472,33.097771,-96.739024,2020-06-23,h00v00,92.0,222.0,,
473,33.097771,-96.739024,2020-06-24,h00v00,92.0,222.0,0.4156,303.3822
474,33.097771,-96.739024,2020-06-25,h00v00,92.0,222.0,,
475,33.097771,-96.739024,2020-06-26,h00v00,92.0,222.0,,
476,33.097771,-96.739024,2020-06-27,h00v00,92.0,222.0,0.3632,304.6187
477,33.097771,-96.739024,2020-06-28,h00v00,92.0,222.0,,
478,33.097771,-96.739024,2020-06-29,h00v00,92.0,222.0,,
479,33.097771,-96.739024,2020-06-30,h00v00,92.0,222.0,0.3168,305.1833
480,33.097771,-96.739024,2020-07-01,h00v00,92.0,222.0,,
481,33.097771,-96.739024,2020-07-02,h00v00,92.0,222.0,0.2989,306.0553
482,33.097771,-96.739024,2020-07-03,h00v00,92.0,222.0,,
483,33.097771,-96.739024,2020-07-04,h00v00,92.0,222.0,,
484,33.097771,-96.739024,2020-07-05,h00v00,92.0,222.0,0.3009,306.6367
485,33.097771,-96.739024,2020-07-06,h00v00,92.0,222.0,,
486,33.097771,-96.739024,2020-07-07,h00v00,92.0,222.0,,
487,33.097771,-96.739024,2020-07-08,h00v00,92.0,222.0,0.3254,306.075
488,33.097771,-96.739024,2020-07-09,h00v00,92.0,222.0,,
489,33.097771,-96.739024,2020-07-10,h00v00,92.0,222.0,0.3014,306.6866
490,33.097771,-96.739024,2020-07-11,h00v00,92.0,222.0,,
491,33.097771,-96.739024,2020-07-12,h00v00,92.0,222.0,,
492,33.097771,-96.739024,2020-07-13,h00v00,92.0,222.0,0.2843,307.8712
493,33.097771,-96.739024,2020-07-14,h00v00,92.0,222.0,,
494,33.097771,-96.739024,2020-07-15,h00v00,92.0,222.0,,
495,33.097771,-96.739024,2020-07-16,h00v00,92.0,222.0,0.2769,306.79900000000004
496,33.097771,-96.739024,2020-07-17,h00v00,92.0,222.0,,
497,33.097771,-96.739024,2020-07-18,h00v00,92.0,222.0,0.2805,307.0802
498,33.097771,-96.739024,2020-07-19,h00v00,92.0,222.0,,
499,33.097771,-96.739024,2020-07-20,h00v00,92.0,222.0,,
500,39.05973,-77.243321,2020-05-31,h00v00,74.0,275.0,,
501,39.05973,-77.243321,2020-06-01,h00v00,74.0,275.0,0.23199999999999998,294.505
502,39.05973,-77.243321,2020-06-02,h00v00,74.0,275.0,,
503,39.05973,-77.243321,2020-06-03,h00v00,74.0,275.0,0.1992,296.0478
504,39.05973,-77.243321,2020-06-04,h00v00,74.0,275.0,0.2043,298.7531
505,39.05973,-77.243321,2020-06-05,h00v00,74.0,275.0,,
506,39.05973,-77.243321,2020-06-06,h00v00,74.0,275.0,0.2901,299.4727
507,39.05973,-77.243321,2020-06-07,h00v00,74.0,275.0,0.3324,298.6886
508,39.05973,-77.243321,2020-06-08,h00v00,74.0,275.0,,
509,39.05973,-77.243321,2020-06-09,h00v00,74.0,275.0,0.2409,297.308
510,39.05973,-77.243321,2020-06-10,h00v00,74.0,275.0,,
511,39.05973,-77.243321,2020-06-11,h00v00,74.0,275.0,0.2353,299.83
512,39.05973,-77.243321,2020-06-12,h00v00,74.0,275.0,0.2864,299.7846
513,39.05973,-77.243321,2020-06-13,h00v00,74.0,275.0,,
514,39.05973,-77.243321,2020-06-14,h00v00,74.0,275.0,0.2674,297.3903
515,39.05973,-77.243321,2020-06-15,h00v00,74.0,275.0,0.2505,296.4701
516,39.05973,-77.243321,2020-06-16,h00v00,74.0,275.0,,
517,39.05973,-77.243321,2020-06-18,h00v00,74.0,275.0,,
518,39.05973,-77.243321,2020-06-19,h00v00,74.0,275.0,0.2306,297.844
519,39.05973,-77.243321,2020-06-20,h00v00,74.0,275.0,0.2623,298.7261
520,39.05973,-77.243321,2020-06-21,h00v00,74.0,275.0,,
521,39.05973,-77.243321,2020-06-22,h00v00,74.0,275.0,0.2498,299.4696
522,39.05973,-77.243321,2020-06-23,h00v00,74.0,275.0,0.2829,300.3859
523,39.05973,-77.243321,2020-06-24,h00v00,74.0,275.0,,
524,39.05973,-77.243321,2020-06-25,h00v00,74.0,275.0,0.2718,300.5396
525,39.05973,-77.243321,2020-06-26,h00v00,74.0,275.0,,
526,39.05973,-77.243321,2020-06-27,h00v00,74.0,275.0,0.2287,300.3904
527,39.05973,-77.243321,2020-06-28,h00v00,74.0,275.0,0.2634,301.0132
528,39.05973,-77.243321,2020-06-29,h00v00,74.0,275.0,,
529,39.05973,-77.243321,2020-06-30,h00v00,74.0,275.0,0.2317,301.2777
530,39.05973,-77.243321,2020-07-01,h00v00,74.0,275.0,0.2441,301.1104
531,39.05973,-77.243321,2020-07-02,h00v00,74.0,275.0,,
532,39.05973,-77.243321,2020-07-03,h00v00,74.0,275.0,0.2318,301.6085
533,39.05973,-77.243321,2020-07-04,h00v00,74.0,275.0,,
534,39.05973,-77.243321,2020-07-05,h00v00,74.0,275.0,,
535,39.05973,-77.243321,2020-07-06,h00v00,74.0,275.0,0.1995,303.2494
536,39.05973,-77.243321,2020-07-07,h00v00,74.0,275.0,,
537,39.05973,-77.243321,2020-07-08,h00v00,74.0,275.0,0.2212,303.0593
538,39.05973,-77.243321,2020-07-09,h00v00,74.0,275.0,,
539,39.05973,-77.243321,2020-07-10,h00v00,74.0,275.0,,
540,39.05973,-77.243321,2020-07-11,h00v00,74.0,275.0,0.1969,303.23900000000003
541,39.05973,-77.243321,2020-07-12,h00v00,74.0,275.0,,
542,39.05973,-77.243321,2020-07-13,h00v00,74.0,275.0,,
543,39.05973,-77.243321,2020-07-14,h00v00,74.0,275.0,0.2011,302.1764
544,39.05973,-77.243321,2020-07-15,h00v00,74.0,275.0,,
545,39.05973,-77.243321,2020-07-16,h00v00,74.0,275.0,0.183,302.8785
546,39.05973,-77.243321,2020-07-17,h00v00,74.0,275.0,,
547,39.05973,-77.243321,2020-07-18,h00v00,74.0,275.0,,
548,39.05973,-77.243321,2020-07-19,h00v00,74.0,275.0,0.1746,304.1992
549,39.05973,-77.243321,2020-07-20,h00v00,74.0,275.0,,
550,39.070378999999996,-77.251749,2020-05-31,h00v00,74.0,275.0,,
551,39.070378999999996,-77.251749,2020-06-01,h00v00,74.0,275.0,0.23199999999999998,294.505
552,39.070378999999996,-77.251749,2020-06-02,h00v00,74.0,275.0,,
553,39.070378999999996,-77.251749,2020-06-03,h00v00,74.0,275.0,0.1992,296.0478
554,39.070378999999996,-77.251749,2020-06-04,h00v00,74.0,275.0,0.2043,298.7531
555,39.070378999999996,-77.251749,2020-06-05,h00v00,74.0,275.0,,
556,39.070378999999996,-77.251749,2020-06-06,h00v00,74.0,275.0,0.2901,299.4727
557,39.070378999999996,-77.251749,2020-06-07,h00v00,74.0,275.0,0.3324,298.6886
558,39.070378999999996,-77.251749,2020-06-08,h00v00,74.0,275.0,,
559,39.070378999999996,-77.251749,2020-06-09,h00v00,74.0,275.0,0.2409,297.308
560,39.070378999999996,-77.251749,2020-06-10,h00v00,74.0,275.0,,
561,39.070378999999996,-77.251749,2020-06-11,h00v00,74.0,275.0,0.2353,299.83
562,39.070378999999996,-77.251749,2020-06-12,h00v00,74.0,275.0,0.2864,299.7846
563,39.070378999999996,-77.251749,2020-06-13,h00v00,74.0,275.0,,
564,39.070378999999996,-77.251749,2020-06-14,h00v00,74.0,275.0,0.2674,297.3903
565,39.070378999999996,-77.251749,2020-06-15,h00v00,74.0,275.0,0.2505,296.4701
566,39.070378999999996,-77.251749,2020-06-16,h00v00,74.0,275.0,,
567,39.070378999999996,-77.251749,2020-06-18,h00v00,74.0,275.0,,
568,39.070378999999996,-77.251749,2020-06-19,h00v00,74.0,275.0,0.2306,297.844
569,39.070378999999996,-77.251749,2020-06-20,h00v00,74.0,275.0,0.2623,298.7261
570,39.070378999999996,-77.251749,2020-06-21,h00v00,74.0,275.0,,
571,39.070378999999996,-77.251749,2020-06-22,h00v00,74.0,275.0,0.2498,299.4696
572,39.070378999999996,-77.251749,2020-06-23,h00v00,74.0,275.0,0.2829,300.3859
573,39.070378999999996,-77.251749,2020-06-24,h00v00,74.0,275.0,,
574,39.070378999999996,-77.251749,2020-06-25,h00v00,74.0,275.0,0.2718,300.5396
575,39.070378999999996,-77.251749,2020-06-26,h00v00,74.0,275.0,,
576,39.070378999999996,-77.251749,2020-06-27,h00v00,74.0,275.0,0.2287,300.3904
577,39.070378999999996,-77.251749,2020-06-28,h00v00,74.0,275.0,0.2634,301.0132
578,39.070378999999996,-77.251749,2020-06-29,h00v00,74.0,275.0,,
579,39.070378999999996,-77.251749,2020-06-30,h00v00,74.0,275.0,0.2317,301.2777
580,39.070378999999996,-77.251749,2020-07-01,h00v00,74.0,275.0,0.2441,301.1104
581,39.070378999999996,-77.251749,2020-07-02,h00v00,74.0,275.0,,
582,39.070378999999996,-77.251749,2020-07-03,h00v00,74.0,275.0,0.2318,301.6085
583,39.070378999999996,-77.251749,2020-07-04,h00v00,74.0,275.0,,
584,39.070378999999996,-77.251749,2020-07-05,h00v00,74.0,275.0,,
585,39.070378999999996,-77.251749,2020-07-06,h00v00,74.0,275.0,0.1995,303.2494
586,39.070378999999996,-77.251749,2020-07-07,h00v00,74.0,275.0,,
587,39.070378999999996,-77.251749,2020-07-08,h00v00,74.0,275.0,0.2212,303.0593
588,39.070378999999996,-77.251749,2020-07-09,h00v00,74.0,275.0,,
589,39.070378999999996,-77.251749,2020-07-10,h00v00,74.0,275.0,,
590,39.070378999999996,-77.251749,2020-07-11,h00v00,74.0,275.0,0.1969,303.23900000000003
591,39.070378999999996,-77.251749,2020-07-12,h00v00,74.0,275.0,,
592,39.070378999999996,-77.251749,2020-07-13,h00v00,74.0,275.0,,
593,39.070378999999996,-77.251749,2020-07-14,h00v00,74.0,275.0,0.2011,302.1764
594,39.070378999999996,-77.251749,2020-07-15,h00v00,74.0,275.0,,
595,39.070378999999996,-77.251749,2020-07-16,h00v00,74.0,275.0,0.183,302.8785
596,39.070378999999996,-77.251749,2020-07-17,h00v00,74.0,275.0,,
597,39.070378999999996,-77.251749,2020-07-18,h00v00,74.0,275.0,,
598,39.070378999999996,-77.251749,2020-07-19,h00v00,74.0,275.0,0.1746,304.1992
599,39.070378999999996,-77.251749,2020-07-20,h00v00,74.0,275.0,,
600,39.070469,-77.247129,2020-05-31,h00v00,74.0,275.0,,
601,39.070469,-77.247129,2020-06-01,h00v00,74.0,275.0,0.23199999999999998,294.505
602,39.070469,-77.247129,2020-06-02,h00v00,74.0,275.0,,
603,39.070469,-77.247129,2020-06-03,h00v00,74.0,275.0,0.1992,296.0478
604,39.070469,-77.247129,2020-06-04,h00v00,74.0,275.0,0.2043,298.7531
605,39.070469,-77.247129,2020-06-05,h00v00,74.0,275.0,,
606,39.070469,-77.247129,2020-06-06,h00v00,74.0,275.0,0.2901,299.4727
607,39.070469,-77.247129,2020-06-07,h00v00,74.0,275.0,0.3324,298.6886
608,39.070469,-77.247129,2020-06-08,h00v00,74.0,275.0,,
609,39.070469,-77.247129,2020-06-09,h00v00,74.0,275.0,0.2409,297.308
610,39.070469,-77.247129,2020-06-10,h00v00,74.0,275.0,,
611,39.070469,-77.247129,2020-06-11,h00v00,74.0,275.0,0.2353,299.83
612,39.070469,-77.247129,2020-06-12,h00v00,74.0,275.0,0.2864,299.7846
613,39.070469,-77.247129,2020-06-13,h00v00,74.0,275.0,,
614,39.070469,-77.247129,2020-06-14,h00v00,74.0,275.0,0.2674,297.3903
615,39.070469,-77.247129,2020-06-15,h00v00,74.0,275.0,0.2505,296.4701
616,39.070469,-77.247129,2020-06-16,h00v00,74.0,275.0,,
617,39.070469,-77.247129,2020-06-18,h00v00,74.0,275.0,,
618,39.070469,-77.247129,2020-06-19,h00v00,74.0,275.0,0.2306,297.844
619,39.070469,-77.247129,2020-06-20,h00v00,74.0,275.0,0.2623,298.7261
620,39.070469,-77.247129,2020-06-21,h00v00,74.0,275.0,,
621,39.070469,-77.247129,2020-06-22,h00v00,74.0,275.0,0.2498,299.4696
622,39.070469,-77.247129,2020-06-23,h00v00,74.0,275.0,0.2829,300.3859
623,39.070469,-77.247129,2020-06-24,h00v00,74.0,275.0,,
624,39.070469,-77.247129,2020-06-25,h00v00,74.0,275.0,0.2718,300.5396
625,39.070469,-77.247129,2020-06-26,h00v00,74.0,275.0,,
626,39.070469,-77.247129,2020-06-27,h00v00,74.0,275.0,0.2287,300.3904
627,39.070469,-77.247129,2020-06-28,h00v00,74.0,275.0,0.2634,301.0132
628,39.070469,-77.247129,2020-06-29,h00v00,74.0,275.0,,
629,39.070469,-77.247129,2020-06-30,h00v00,74.0,275.0,0.2317,301.2777
630,39.070469,-77.247129,2020-07-01,h00v00,74.0,275.0,0.2441,301.1104
631,39.070469,-77.247129,2020-07-02,h00v00,74.0,275.0,,
632,39.070469,-77.247129,2020-07-03,h00v00,74.0,275.0,0.2318,301.6085
633,39.070469,-77.247129,2020-07-04,h00v00,74.0,275.0,,
634,39.070469,-77.247129,2020-07-05,h00v00,74.0,275.0,,
635,39.070469,-77.247129,2020-07-06,h00v00,74.0,275.0,0.1995,303.2494
636,39.070469,-77.247129,2020-07-07,h00v00,74.0,275.0,,
637,39.070469,-77.247129,2020-07-08,h00v00,74.0,275.0,0.2212,303.0593
638,39.070469,-77.247129,2020-07-09,h00v00,74.0,275.0,,
639,39.070469,-77.247129,2020-07-10,h00v00,74.0,275.0,,
640,39.070469,-77.247129,2020-07-11,h00v00,74.0,275.0,0.1969,303.23900000000003
641,39.070469,-77.247129,2020-07-12,h00v00,74.0,275.0,,
642,39.070469,-77.247129,2020-07-13,h00v00,74.0,275.0,,
643,39.070469,-77.247129,2020-07-14,h00v00,74.0,275.0,0.2011,302.1764
644,39.070469,-77.247129,2020-07-15,h00v00,74.0,275.0,,
645,39.070469,-77.247129,2020-07-16,h00v00,74.0,275.0,0.183,302.8785
646,39.070469,-77.247129,2020-07-17,h00v00,74.0,275.0,,
647,39.070469,-77.247129,2020-07-18,h00v00,74.0,275.0,,
648,39.070469,-77.247129,2020-07-19,h00v00,74.0,275.0,0.1746,304.1992
649,39.070469,-77.247129,2020-07-20,h00v00,74.0,275.0,,
650,39.070491,-77.24597299999999,2020-05-31,h00v00,74.0,275.0,,
651,39.070491,-77.24597299999999,2020-06-01,h00v00,74.0,275.0,0.23199999999999998,294.505
652,39.070491,-77.24597299999999,2020-06-02,h00v00,74.0,275.0,,
653,39.070491,-77.24597299999999,2020-06-03,h00v00,74.0,275.0,0.1992,296.0478
654,39.070491,-77.24597299999999,2020-06-04,h00v00,74.0,275.0,0.2043,298.7531
655,39.070491,-77.24597299999999,2020-06-05,h00v00,74.0,275.0,,
656,39.070491,-77.24597299999999,2020-06-06,h00v00,74.0,275.0,0.2901,299.4727
657,39.070491,-77.24597299999999,2020-06-07,h00v00,74.0,275.0,0.3324,298.6886
658,39.070491,-77.24597299999999,2020-06-08,h00v00,74.0,275.0,,
659,39.070491,-77.24597299999999,2020-06-09,h00v00,74.0,275.0,0.2409,297.308
660,39.070491,-77.24597299999999,2020-06-10,h00v00,74.0,275.0,,
661,39.070491,-77.24597299999999,2020-06-11,h00v00,74.0,275.0,0.2353,299.83
662,39.070491,-77.24597299999999,2020-06-12,h00v00,74.0,275.0,0.2864,299.7846
663,39.070491,-77.24597299999999,2020-06-13,h00v00,74.0,275.0,,
664,39.070491,-77.24597299999999,2020-06-14,h00v00,74.0,275.0,0.2674,297.3903
665,39.070491,-77.24597299999999,2020-06-15,h00v00,74.0,275.0,0.2505,296.4701
666,39.070491,-77.24597299999999,2020-06-16,h00v00,74.0,275.0,,
667,39.070491,-77.24597299999999,2020-06-18,h00v00,74.0,275.0,,
668,39.070491,-77.24597299999999,2020-06-19,h00v00,74.0,275.0,0.2306,297.844
669,39.070491,-77.24597299999999,2020-06-20,h00v00,74.0,275.0,0.2623,298.7261
670,39.070491,-77.24597299999999,2020-06-21,h00v00,74.0,275.0,,
671,39.070491,-77.24597299999999,2020-06-22,h00v00,74.0,275.0,0.2498,299.4696
672,39.070491,-77.24597299999999,2020-06-23,h00v00,74.0,275.0,0.2829,300.3859
673,39.070491,-77.24597299999999,2020-06-24,h00v00,74.0,275.0,,
674,39.070491,-77.24597299999999,2020-06-25,h00v00,74.0,275.0,0.2718,300.5396
675,39.070491,-77.24597299999999,2020-06-26,h00v00,74.0,275.0,,
676,39.070491,-77.24597299999999,2020-06-27,h00v00,74.0,275.0,0.2287,300.3904
677,39.070491,-77.24597299999999,2020-06-28,h00v00,74.0,275.0,0.2634,301.0132
678,39.070491,-77.24597299999999,2020-06-29,h00v00,74.0,275.0,,
679,39.070491,-77.24597299999999,2020-06-30,h00v00,74.0,275.0,0.2317,301.2777
680,39.070491,-77.24597299999999,2020-07-01,h00v00,74.0,275.0,0.2441,301.1104
681,39.070491,-77.24597299999999,2020-07-02,h00v00,74.0,275.0,,
682,39.070491,-77.24597299999999,2020-07-03,h00v00,74.0,275.0,0.2318,301.6085
683,39.070491,-77.24597299999999,2020-07-04,h00v00,74.0,275.0,,
684,39.070491,-77.24597299999999,2020-07-05,h00v00,74.0,275.0,,
685,39.070491,-77.24597299999999,2020-07-06,h00v00,74.0,275.0,0.1995,303.2494
686,39.070491,-77.24597299999999,2020-07-07,h00v00,74.0,275.0,,
687,39.070491,-77.24597299999999,2020-07-08,h00v00,74.0,275.0,0.2212,303.0593
688,39.070491,-77.24597299999999,2020-07-09,h00v00,74.0,275.0,,
689,39.070491,-77.24597299999999,2020-07-10,h00v00,74.0,275.0,,
690,39.070491,-77.24597299999999,2020-07-11,h00v00,74.0,275.0,0.1969,303.23900000000003
691,39.070491,-77.24597299999999,2020-07-12,h00v00,74.0,275.0,,
692,39.070491,-77.24597299999999,2020-07-13,h00v00,74.0,275.0,,
693,39.070491,-77.24597299999999,2020-07-14,h00v00,74.0,275.0,0.2011,302.1764
694,39.070491,-77.24597299999999,2020-07-15,h00v00,74.0,275.0,,
695,39.070491,-77.24597299999999,2020-07-16,h00v00,74.0,275.0,0.183,302.8785
696,39.070491,-77.24597299999999,2020-07-17,h00v00,74.0,275.0,,
697,39.070491,-77.24597299999999,2020-07-18,h00v00,74.0,275.0,,
698,39.070491,-77.24597299999999,2020-07-19,h00v00,74.0,275.0,0.1746,304.1992
699,39.070491,-77.24597299999999,2020-07-20,h00v00,74.0,275.0,,
